,x_value,x_is_imputed,x_is_one_datapoint,x_is_significant,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_significant,y_is_infinite,z_value,z_is_imputed,z_is_one_datapoint,z_is_significant,z_is_infinite,used_for_normalisation,marcs_feature_classification,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
QKI,0.6958905609976327,False,False,False,False,-0.0739345090471026,False,False,False,False,0.7698250700447353,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6958905609976327,-0.0739345090471026
RAB1A,0.7167517173497941,False,False,True,False,0.5765803936089462,False,False,False,False,0.1401713237408479,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7167517173497941,0.5765803936089462
RAB5C,0.7616337206406953,False,False,False,False,0.6824490011128148,False,False,False,False,0.0791847195278805,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7616337206406953,0.6824490011128148
RAB7A,1.0876313465619951,False,False,False,False,1.9467669969156989,False,True,False,False,-0.8591356503537035,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.0876313465619951,1.9467669969156989
RAC3,1.5777353721686609,True,True,False,False,0.896549806682291,True,True,False,False,0.681185565486377,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.5777353721686609,0.896549806682291
RACK1,0.4954946834089604,False,False,False,False,0.1220646713976059,False,False,False,False,0.3734300120113545,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4954946834089604,0.1220646713976059
RAD50,1.4395325811339923,False,False,False,False,0.6940828565727308,False,False,False,False,0.7454497245612615,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4395325811339923,0.6940828565727308
RAE1,-2.2953149275766838,False,False,False,False,0.2367754743161754,False,False,False,False,-2.5320904018928587,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-2.2953149275766838,0.2367754743161754
RALY,1.5446092803053624,False,False,True,False,0.751100895695739,False,False,True,False,0.7935083846096234,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.5446092803053624,0.751100895695739
RAN,0.5737668265790319,False,False,True,False,-0.0571230635712467,False,False,False,False,0.6308898901502786,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5737668265790319,-0.0571230635712467
RANBP2,1.2681080840576762,False,False,False,False,1.1263088978094906,False,False,False,False,0.1417991862481855,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2681080840576762,1.1263088978094906
RANGAP1,0.0416982108259631,False,False,False,False,-0.0840769957123832,False,False,False,False,0.1257752065383464,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0416982108259631,-0.0840769957123832
RAP1B,1.0828296464423204,False,False,True,False,0.0534255262406375,False,True,False,False,1.0294041202016828,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.0828296464423204,0.0534255262406375
RARS1,0.91759839037012,False,False,False,False,1.105181520916755,False,True,False,False,-0.1875831305466349,False,True,False,False,False,Neither,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.91759839037012,1.105181520916755
RBBP4,2.3080214638095318,False,False,True,False,0.957192570205894,False,False,True,False,1.3508288936036372,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,2.3080214638095318,0.957192570205894
RBBP7,3.7570529406694817,False,False,True,False,1.235949659212931,False,False,False,False,2.5211032814565506,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,3.7570529406694817,1.235949659212931
RBFOX2,0.4867799212627837,True,False,False,False,1.660352755361853,True,True,False,False,-1.173572834099062,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.4867799212627837,1.660352755361853
RBM14,1.1634460305287035,False,False,True,False,0.8511792891834524,False,False,True,False,0.3122667413452511,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1634460305287035,0.8511792891834524
RBM15,0.8486066023680472,True,True,False,False,0.1500707667494332,True,True,False,False,0.6985358356186175,False,True,False,False,False,Neither,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.8486066023680472,0.1500707667494332
RBM22,2.8801754511605075,False,False,False,False,2.505639773914936,False,False,False,False,0.3745356772455714,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.8801754511605075,2.505639773914936
RBM25,inf,True,False,False,True,inf,True,True,False,True,0.5313777435987603,False,True,False,False,False,Neither,False,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,6.107100746058947,6.012922358103467
RBM28,1.793121772485371,False,False,True,False,1.7466419198598937,False,False,True,False,0.0464798526254774,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.793121772485371,1.7466419198598937
RBM3,1.339774557208596,False,False,True,False,0.5498911105846425,False,False,False,False,0.7898834466239535,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.339774557208596,0.5498911105846425
RBM34,1.1103837030839188,False,False,True,False,1.0909284254229874,False,False,True,False,0.0194552776609313,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1103837030839188,1.0909284254229874
RBM39,1.7645789126416282,False,False,True,False,0.1019987590272961,False,False,False,False,1.662580153614332,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.7645789126416282,0.1019987590272961
RBM4,1.397016849837609,False,False,True,False,-0.4258965602864073,False,False,False,False,1.8229134101240163,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.397016849837609,-0.4258965602864073
RBM42,-0.7208122517031548,False,True,False,False,-0.5549211531131135,False,False,False,False,-0.1658910985900412,False,True,False,False,False,Neither,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-0.7208122517031548,-0.5549211531131135
RBM8A,1.6488588408455698,False,False,True,False,1.489789098252821,False,False,True,False,0.1590697425927487,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.6488588408455698,1.489789098252821
RBMS2,1.4304726674501964,False,False,True,False,1.517900769530911,False,False,True,False,-0.0874281020807146,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4304726674501964,1.517900769530911
RBMX,1.7245253507978404,False,False,True,False,0.6078004544224491,False,False,True,False,1.1167248963753913,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.7245253507978404,0.6078004544224491
RBPMS,inf,True,False,False,True,inf,True,False,False,True,0.351132135159137,False,False,False,False,False,,False,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,6.038940299804627,5.9441887949531
RCC1,0.3177470634208745,False,False,False,False,0.2191976117068677,False,False,False,False,0.0985494517140068,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3177470634208745,0.2191976117068677
RCC2,-0.1915335647220821,False,False,False,False,0.2862911945175206,False,False,False,False,-0.4778247592396027,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1915335647220821,0.2862911945175206
RCL1,2.511738993607078,False,False,True,False,2.039960052113017,False,False,False,False,0.4717789414940618,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.511738993607078,2.039960052113017
RECQL,0.9613934431164246,False,False,True,False,0.5096399855481124,False,False,True,False,0.4517534575683122,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9613934431164246,0.5096399855481124
RNH1,1.0399870698493423,False,False,True,False,0.4236835590297332,False,False,False,False,0.6163035108196091,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0399870698493423,0.4236835590297332
RNPS1,-1.3299416999435252,True,True,False,False,-1.423531400866164,True,True,False,False,0.0935897009226387,False,True,False,False,False,Neither,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,-1.3299416999435252,-1.423531400866164
RPF2,0.6082396558551366,False,False,False,False,0.3432909633324108,False,False,False,False,0.2649486925227258,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6082396558551366,0.3432909633324108
RPL10,0.4302029133076068,False,False,False,False,1.1051836958248489,False,False,True,False,-0.6749807825172418,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4302029133076068,1.1051836958248489
RPL10A,1.2811611469136217,False,False,True,False,1.0262525318685896,False,False,True,False,0.2549086150450321,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2811611469136217,1.0262525318685896
RPL11,1.1894081238549603,False,False,True,False,0.8035748323623224,False,False,True,False,0.3858332914926379,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1894081238549603,0.8035748323623224
RPL12,0.8471695549696534,False,False,True,False,0.7584247738953565,False,False,True,False,0.0887447810742969,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8471695549696534,0.7584247738953565
RPL13,0.5499152174210806,False,False,True,False,0.8884371926042611,False,False,True,False,-0.3385219751831805,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5499152174210806,0.8884371926042611
RPL13A,-0.6822074635934428,False,False,False,False,-0.2649358056963002,False,False,False,False,-0.4172716578971425,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.6822074635934428,-0.2649358056963002
RPL14,0.5137717092412935,False,False,True,False,1.1566977537509828,False,False,True,False,-0.6429260445096894,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5137717092412935,1.1566977537509828
RPL15,1.0409068092644134,False,False,True,False,0.1999540757538227,False,False,False,False,0.8409527335105906,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.0409068092644134,0.1999540757538227
RPL17,0.9157548466721436,False,False,True,False,1.0465408626091417,False,False,True,False,-0.130786015936998,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9157548466721436,1.0465408626091417
RPL18,0.1689632530062503,False,False,False,False,1.0814803602032974,False,False,True,False,-0.912517107197047,False,False,True,False,False,Neither,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,0.1689632530062503,1.0814803602032974
RPL18A,0.4686375639869311,False,False,True,False,1.1196603390235502,False,False,True,False,-0.6510227750366191,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4686375639869311,1.1196603390235502
RPL19,0.0545655838422618,False,False,False,False,0.9150681561081556,False,False,True,False,-0.8605025722658937,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0545655838422618,0.9150681561081556
RPL21,0.6334612589643207,False,False,True,False,0.5211967017640191,False,False,False,False,0.1122645572003016,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6334612589643207,0.5211967017640191
RPL22,0.799566048627419,False,False,True,False,0.5903441727244427,False,False,True,False,0.2092218759029762,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.799566048627419,0.5903441727244427
RPL23,0.8490595750049295,False,False,True,False,0.925736530113781,False,False,True,False,-0.0766769551088515,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8490595750049295,0.925736530113781
RPL23A,1.165698294875277,False,False,True,False,1.0264577900789045,False,False,True,False,0.1392405047963727,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.165698294875277,1.0264577900789045
RPL24,0.6043953357412413,False,False,True,False,0.5420261087754632,False,False,True,False,0.062369226965778,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6043953357412413,0.5420261087754632
RPL26,0.8199938797556214,False,False,True,False,1.0187629570851442,False,False,True,False,-0.1987690773295227,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8199938797556214,1.0187629570851442
RPL27,0.2147952349460062,False,False,False,False,0.4897113227718392,False,False,False,False,-0.274916087825833,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2147952349460062,0.4897113227718392
RPL27A,0.7053622083024216,False,False,True,False,0.9659555057734508,False,False,True,False,-0.2605932974710292,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7053622083024216,0.9659555057734508
RPL28,0.9307432350102224,False,False,True,False,1.3844309861840325,False,False,True,False,-0.4536877511738098,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9307432350102224,1.3844309861840325
RPL29,0.2682413918727206,False,False,False,False,2.697286245604392,False,False,True,False,-2.429044853731672,False,False,True,False,False,Neither,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,0.2682413918727206,2.697286245604392
RPL3,-0.2903931434468916,False,False,False,False,0.1922645623898837,False,False,False,False,-0.4826577058367753,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.2903931434468916,0.1922645623898837
RPL30,0.3940699773949454,False,False,False,False,0.7680138564118195,False,False,True,False,-0.3739438790168741,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3940699773949454,0.7680138564118195
RPL31,1.1073942555107692,False,False,True,False,0.9613829770853748,False,False,True,False,0.1460112784253944,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1073942555107692,0.9613829770853748
