Label,H3K9me3_45bp__1,H3K9me3_50bp__1,H3K9me3_55bp__1,H3K27me3_35bp__1,H3K27me3_40bp__1,H3K27me3_45bp__1,H3K27me3_50bp__1,H3K27me3_55bp__1,H3unmod_35bp_1,H3unmod_40bp_1,H3unmod_45bp_1,H3unmod_50bp__1,H3unmod_55bp_1,H3K9me3_35bp_1,H3K9me3_40bp_1,H3K9me3_45bp__2,H3K9me3_50bp__2,H3K9me3_55bp__2,H3K27me3_35bp__2,H3K27me3_40bp__2,H3K27me3_45bp__2,H3K27me3_50bp__2,H3K27me3_55bp__2,H3unmod_35bp_2,H3unmod_40bp_2,H3unmod_45bp_2,H3unmod_50bp__2,H3unmod_55bp_2,H3K9me3_35bp_2,H3K9me3_40bp_2,H3K9me3_45bp__3,H3K9me3_50bp__3,H3K9me3_55bp__3,H3K27me3_35bp__3,H3K27me3_40bp__3,H3K27me3_45bp__3,H3K27me3_50bp__3,H3K27me3_55bp__3,H3unmod_35bp_3,H3unmod_40bp_3,H3unmod_45bp_3,H3unmod_50bp__3,H3unmod_55bp_3,H3K9me3_35bp_3,H3K9me3_40bp_3
SAMD1,187108542.25,117918498.666667,87237226.6666667,69359956.0,77223202.6666667,118643384.0,104349634.666667,95576478.8333333,137121864.0,122361866.666667,140465040.0,150502322.666667,164376138.666667,102848946.666667,97041669.3333333,114178746.666667,180467936.0,90520424.0,15628623.3333333,82308098.6666667,81333138.6666667,146378560.0,104137125.333333,90190197.3333333,59823950.6666667,104313202.666667,174629472.0,89919472.0,83960816.0,45445886.6666667,120440946.666667,106792890.666667,100254856.0,56090398.6666667,79630309.3333333,120486112.0,96833890.6666667,94074901.3333333,96282432.0,103618328.0,107357533.333333,97468594.6666667,88285928.0,81864098.6666667,114635637.333333
NCOR1,131096476.333333,74184297.0,53177701.75,50542213.3333333,75137520.3333333,113886760.333333,85366376.6666667,68880084.0,119499163.0,84702798.3333333,78803192.6666667,76976544.6666667,122911537.333333,68186064.6666667,50723417.0,86797375.0,150615184.666667,68705769.0,4847946.66666667,75839830.0,61109201.6666667,139019807.333333,82344220.3333333,70378015.6666667,40362214.6666667,72536225.6666667,166628029.333333,76603414.0,107317451.666667,34703287.6666667,69906490.6666667,76149344.3333333,80776178.6666667,48238185.6666667,101502481.333333,110484315.666667,76361073.3333333,74038845.2708333,79447965.6666667,68523489.6666667,66515966.3333333,53441772.0,67839483.3333333,70042721.6666667,85195637.0
RPS18,512976058.666667,250936265.333333,196898554.666667,193829054.666667,253635793.333333,313671840.0,267862521.333333,249015757.333333,449019696.0,317081800.0,291367577.333333,298628453.333333,427682018.666667,314862893.333333,266242278.666667,259658178.666667,432090909.333333,190030718.666667,82397579.3333333,252519089.333333,186892742.666667,361003600.0,232054446.666667,218202765.333333,110778052.0,208358046.666667,490462818.666667,265150108.0,257886584.0,91050492.0,232154909.333333,220927590.666667,207269320.0,158478120.0,233126242.666667,289595029.333333,263742900.0,255013072.0,294419517.333333,297027477.333333,263186772.0,184276037.333333,213463073.333333,199288246.666667,304965548.0
CCDC86,329560289.333333,240033672.0,144344024.0,117477551.0,169235220.333333,251071709.666667,242321262.666667,189094549.666667,221193741.333333,192541580.666667,235690229.333333,253218958.666667,254716723.666667,172718365.0,216970160.666667,186150140.666667,349218986.666667,130341432.666667,12728531.6666667,175564511.166667,157304233.333333,330758652.0,191010710.0,146564914.666667,93691893.8333333,173784596.666667,330708152.0,144896357.333333,143878573.333333,59797639.1666667,192006378.333333,200462875.333333,151737211.666667,90342093.6666667,162394978.333333,257168480.666667,179337510.666667,155430096.666667,147211679.166667,177537290.666667,167146773.0,152445755.0,139483976.333333,132489680.666667,215712086.0
CHD2,249874454.666667,138068070.333333,112673321.333333,106603186.666667,147806877.0,182428676.333333,157825502.666667,144881875.333333,195793558.666667,158110636.666667,176798688.666667,169810854.666667,209397016.666667,142804042.0,156302748.666667,130666785.666667,282258617.666667,110303186.333333,16354574.9791667,162362502.666667,111696885.333333,268855252.0,118562503.166667,117703882.0,68049357.0,120202765.666667,251165506.0,120644302.666667,131060378.0,53516628.3333333,124197746.666667,137595196.666667,141423035.0,112107775.0,144564945.333333,183058474.666667,143253312.666667,119279366.666667,152524889.0,131144194.0,116565152.833333,112531466.0,107054982.333333,127574786.666667,171912781.333333
PPP1R9A,44467654.6666667,25396908.0,24725786.0,20449184.6666667,31974695.3333333,30525926.0,30697374.0,28297720.0,36467092.0,37632237.3333333,34696918.6666667,36788272.0,39275329.3333333,29744678.6666667,32027449.3333333,28119756.0,44983440.0,19408084.6666667,1463677.54166667,26517906.6666667,20278210.0,37393640.6666667,12350561.6666667,26320841.3333333,16343314.3333333,25431664.0,28776754.6666667,22806065.3333333,26996876.6666667,7573370.66666667,28088697.3333333,15591751.3333333,26685046.6666667,16511394.6666667,29408902.6666667,29662940.6666667,17456382.0,21226305.3333333,25372413.3333333,24045265.3333333,14438301.3333333,14784378.0,14188761.3333333,22743467.3333333,31431614.6666667
NOC2L,232174782.666667,137926785.333333,103851232.666667,87831646.3333333,130693116.0,173891806.666667,171016438.666667,144201042.666667,192850798.666667,159819604.666667,146345591.333333,177237412.0,196955267.333333,121555720.666667,136666916.666667,126738179.333333,269746152.0,89692219.3333333,17996927.5416667,144241581.333333,91101342.3333333,210902396.666667,81672491.8333333,114464445.333333,80414291.6666667,103972194.666667,229038365.333333,107926518.333333,111366116.0,43266529.1666667,118020565.333333,104660584.0,123975260.666667,100844589.0,129211740.0,171405242.0,115231892.0,94628007.3333333,117625250.666667,102823988.333333,89167568.3333333,89206496.6666667,77497020.0,110751746.666667,119550999.333333
TEX10,57372996.0,36194228.6666667,28824448.0,25841466.3333333,38569149.3333333,49929224.0,48276598.6666667,39582070.6666667,48630424.0,40816090.0,37236558.6666667,45030442.0,62848748.6666667,36786706.6666667,37536318.6666667,33975561.6666667,70920166.6666667,23778815.6666667,7835142.75,46233146.0,25374707.0,59530180.6666667,29343874.3333333,30963067.3333333,19605875.0,28747816.3333333,61835950.6666667,28849455.6666667,31508501.6666667,14941400.5,35259726.3333333,31552951.6666667,41305046.3333333,29938055.0,38423322.3333333,49278279.3333333,40134828.6666667,34650530.3333333,38277663.3333333,28414284.3333333,27630908.0,32088017.6666667,24335044.1666667,29584666.3333333,38910787.6666667
PPP1R12B,56857066.6666667,23044016.6666667,15082156.6666667,17657126.0,35210491.3333333,36115586.0,49723201.3333333,24005849.3333333,39506805.6666667,38035539.6666667,41437584.0,35210582.6666667,42614381.3333333,31686869.3333333,32038583.3333333,36648034.0,64569117.3333333,19762378.0,9597042.66666667,48130716.0,22231804.6666667,53917736.0,31516979.6666667,29766338.0,19447733.3333333,25560737.3333333,50645787.3333333,33461033.3333333,28322489.5,13384286.0,41312892.6666667,28182705.3333333,35433552.6666667,35291636.0,39976497.3333333,50910636.1666667,43788521.0,36637872.6666667,43116051.3333333,28291878.0,34280300.6666667,33134746.6666667,32866114.0,33967639.3333333,41523576.6666667
UTP18,101638160.0,58045353.6666667,20713478.0,66259685.3333333,99941980.0,130373541.333333,71283960.5,57434714.0,128056022.666667,108973641.5,62154527.3333333,78186842.0,37967205.3333333,90040286.6666667,64366275.9166667,54909291.4166667,171931032.0,16715020.5833333,5656949.45833333,49832404.0,14728423.3333333,78751838.6666667,15097534.7083333,44564684.0833333,13179228.8333333,46802604.6666667,98569217.3333333,20178252.6666667,52222655.0,6917244.83333333,54021460.6666667,54728172.3333333,62783605.0,46764638.4166667,60028939.3333333,116387534.666667,51479559.6666667,19366080.6666667,48661097.3333333,54473552.6666667,18189870.6666667,14798251.3333333,13735144.3333333,47475390.0,59980928.6666667
YBX1,123195024.666667,103082619.0,78082787.6666667,52074672.9583333,69222622.0,88334087.6666667,91152652.3333333,94270694.0,81392032.3333333,79102069.3333333,107245656.833333,93209343.3333333,79099464.6666667,75500820.8333333,90276298.1666667,78784065.6666667,143292039.833333,62879717.5833333,2400795.75,71522905.3333333,71845417.3333333,102234011.166667,55111571.0,74728308.25,58231110.6041667,66799442.1666667,114484840.666667,60940073.1666667,62897644.0,24455586.6666667,75050228.6666667,65791816.3333333,55235950.6666667,42699288.6666667,56482676.0,84999708.0,59380058.3333333,52424555.6666667,59501626.6666667,65150776.0,62410812.0,55221255.6666667,46274187.0,57591978.0,68651441.4166667
TBL1XR1,58721484.6666667,49682268.6666667,39365874.0,35646647.3333333,46082336.0,53355364.0,52735260.6666667,48546114.0,55008534.0,48992998.0,55913584.0,52142938.0,56309880.6666667,40844367.0,45400931.3333333,50911956.0,66655224.6666667,42678243.3333333,3637991.875,38041902.6666667,45624794.6666667,67450407.3333333,40873354.0,44644022.6666667,34775149.3333333,38155462.6666667,63056395.3333333,46695796.0,44967876.0,19265325.6666667,40552310.6666667,44740454.0,44736884.6666667,33309599.3333333,44008424.6666667,51534714.0,42342101.3333333,33814584.3333333,39114905.3333333,47875658.0,38277510.6666667,34991733.3333333,37773828.6666667,40233141.3333333,48108529.3333333
ZNF148,191508806.0,171548034.666667,138570406.666667,112734082.0,126154958.333333,128040636.666667,163777402.666667,158823049.333333,137542262.333333,138967169.333333,154293527.333333,148575172.0,138965748.666667,112914305.666667,142016318.0,134460460.666667,238819547.333333,140027600.666667,7120272.54166667,135018020.666667,131472020.583333,224583091.333333,118486468.333333,139682313.0,111536032.333333,103690856.0,222800144.0,117350390.333333,110454310.666667,42415504.6666667,111589630.666667,120803781.333333,104926072.0,82936589.0,126158619.333333,155099056.666667,115846451.333333,95309889.6666667,114141614.666667,139011651.333333,86820523.3333333,90571747.3333333,94990466.3333333,109009935.333333,120192981.333333
DAB2,117418650.666667,57591854.6666667,42871426.6666667,38571236.0,58830617.3333333,78345106.6666667,63404562.6666667,52945513.3333333,84414109.3333333,75023458.6666667,67043157.3333333,69354008.0,101645418.666667,48450920.0,60180589.3333333,63595221.3333333,82839965.3333333,43312686.6666667,2283250.72916667,39402637.3333333,41977518.6666667,103149096.0,44906101.3333333,53031293.3333333,33487630.0,50927002.6666667,114802773.333333,49067548.0,60381468.0,25035103.3333333,57892816.0,54191604.0,59131042.6666667,48283220.0,60661569.3333333,82427240.0,56872704.0,37441201.3333333,62137441.3333333,49405077.3333333,52823690.6666667,43042746.6666667,49465750.6666667,50652245.3333333,58061890.6666667
NOL6,59691009.6666667,49695535.5,36603823.8333333,26590774.0,41028914.3333333,40437569.3333333,56686388.8333333,42965050.0833333,48781200.4166667,50658760.3333333,43430540.4166667,53322967.3333333,49974995.0,36499055.5833333,43280414.6666667,35467559.6666667,74508836.0833333,32250617.25,2653666.125,36892386.75,30057670.5833333,59953451.6666667,32973844.0,34617110.5,22660691.1666667,34363761.8333333,60038743.6666667,30977919.5,31533908.875,15557377.5833333,34155321.1666667,32993574.8333333,33171710.5,21782965.7916667,31060831.8333333,39373948.0833333,32283550.0833333,26864777.0,29676909.6666667,30813209.5,28304415.8333333,24254054.6666667,26885806.5,31987672.0,38212835.5833333
C1QBP,311778373.75,274228175.25,277294164.416667,177822391.083333,215852701.333333,290451565.166667,311454250.666667,270985939.75,216562685.333333,199735338.0,197249675.333333,265117640.0,319479903.333333,144563231.916667,212237924.916667,192421410.0,317642751.25,232907420.375,546534.791666667,190756624.0,226942897.333333,366640110.666667,282548514.0,216960189.333333,170420740.333333,200459816.083333,401589242.666667,231322630.0,246659062.916667,109344032.0,195693656.0,202226198.666667,200882035.5,119415904.0,167881064.0,231333264.0,174011352.0,184832078.5,164409294.666667,179908552.0,136865359.0,130560201.333333,164583577.333333,175395260.416667,222430672.0
YES1,61155406.6666667,43547878.3333333,34353588.8333333,29702202.6666667,44270376.6666667,57957929.3333333,50327763.3333333,43776397.5,66126885.3333333,60030182.8333333,49391196.0,60678210.3333333,76952378.6666667,45766180.0,55408456.3333333,41393053.3333333,84619405.3333333,26856323.3333333,4994282.08333333,49118122.6666667,27834520.6666667,60021490.6666667,25631076.6666667,38790883.1666667,19329399.3333333,41028624.6666667,79621304.0,29336857.3333333,46280344.0,14123006.3333333,39323589.3333333,32224190.6666667,33368154.6666667,34393219.3333333,42358941.3333333,57255357.3333333,42884012.0,29546080.6666667,41605762.6666667,29525789.1666667,31178162.6666667,31318571.3333333,29657966.0,35892510.6666667,40751301.3333333
DDX52,86049298.6666667,50904746.6666667,40945680.0,36092366.0,52575077.3333333,64036158.6666667,62746513.3333333,50321145.3333333,71819388.0,62536273.3333333,58271914.6666667,64919756.0,72384154.6666667,56194854.6666667,55385060.6666667,48902194.3333333,86806960.0,37462158.6666667,9769490.02083333,48498822.6666667,37153229.3333333,73486818.6666667,39551408.1666667,41383176.0,26126974.6666667,37441129.3333333,69046278.6666667,37023512.6666667,39247140.0,17380872.6666667,44574856.6666667,39919887.3333333,42035242.5,32913870.6666667,45970290.6666667,60564124.0,44769987.3333333,39827113.3333333,42290702.6666667,39518570.0,36610160.0,38282424.3333333,35336893.3333333,37937508.6666667,48563916.0
RPL10,505466638.151042,259701232.541667,208563077.333333,178289762.666667,250235818.666667,345231305.223958,324594397.041667,260189390.268229,355203066.140625,291479669.651042,291321589.333333,376825237.333333,419592225.328125,278917930.197917,296318266.666667,259160026.666667,521788320.0,188543552.0,57588826.1367188,329769972.333333,186010006.289063,413317333.333333,175773160.09375,248701797.333333,156898685.333333,223887775.25,493045045.333333,222748549.333333,207512538.666667,83337296.2916667,257240544.0,210684535.828125,227466394.666667,204288186.666667,262642640.645833,338602841.052083,252763024.369792,206251424.708333,255243386.666667,231285013.333333,211459384.0,198774193.302083,175870605.692708,214791901.333333,251701015.505208
SRSF7,1099810450.66667,621024875.333333,497978225.333333,418391744.333333,563312484.166667,831356373.333333,737014520.5,598175226.333333,866727882.666667,595220887.0,705161534.0,661998006.666667,948047640.0,637119027.666667,582454053.0,683842436.0,1212503721.33333,697317110.0,54464255.78125,624892887.833333,554855130.666667,1116812114.66667,735804835.333333,611333158.0,377489701.333333,558000791.666667,1190909995.33333,689219881.0,644689618.666667,225578976.0,493435343.166667,530247860.333333,620333490.333333,283399933.5,544677976.333333,811315287.0,487106117.666667,572090307.333333,603958010.666667,473834219.0,454034355.166667,481236692.0,483839338.0,510371028.333333,584877504.666667
COBL,87666441.3333333,45728990.6666667,38713170.6666667,30631714.6666667,44486200.6666667,57883032.6666667,55117044.6666667,45432291.3333333,58211486.6666667,50784648.0,53352599.3333333,55440966.6666667,69435773.3333333,45005316.0,47314848.0,45176381.3333333,79206676.0,35162872.6666667,5989335.04166667,48548259.3333333,34058047.6666667,66237557.3333333,39140140.0,37760477.3333333,23898674.0,36676936.0,65161082.6666667,38524309.3333333,40166837.3333333,18587753.8333333,45264950.0,43694027.3333333,40636876.0,29556066.0,45623046.0,56184508.0,40617804.0,38226114.6666667,40030531.3333333,34723049.3333333,33813856.0,35091890.6666667,33172317.0,34654807.3333333,49958104.0
PEX14,186332204.0,99854188.0,86386890.0,68958521.3333333,96375255.3333333,129123004.666667,121242750.666667,102931088.666667,151226624.0,128070550.666667,120404728.0,129071186.666667,146151868.0,105700818.666667,107485738.666667,91708373.3333333,191678660.0,70500500.0,7268480.5,109245075.333333,70651297.3333333,144066001.333333,59242952.6666667,102598253.333333,59572799.3333333,85840923.3333333,168482189.333333,89024638.0,88534079.3333333,28991771.3333333,89592333.3333333,75392610.0,69442188.0,75601104.6666667,95830692.0,124126134.666667,85390660.6666667,67606290.0,92345242.0,83515612.6666667,62824276.0,69395962.0,66356030.0,78062620.6666667,88072838.0
MSH6,145062350.666667,95933763.3333333,78791201.3333333,71378085.3333333,101193069.333333,111782262.666667,94953540.6666667,92036154.6666667,119073336.0,120679181.333333,104736799.333333,117758061.333333,111208461.333333,109493162.666667,104359494.666667,105184210.666667,162752620.0,79998053.3333333,16074530.6666667,90233122.6666667,76568844.0,136561462.666667,89531842.6666667,90998141.3333333,57550493.3333333,90384460.0,156869213.333333,84200720.0,90099613.3333333,50722346.6666667,121968565.333333,94626136.0,90490102.6666667,85294742.6666667,100578592.0,112388114.666667,98118498.6666667,90678380.0,91268325.3333333,92230312.0,83855417.3333333,91534648.0,92138858.6666667,88918570.6666667,110368800.0
RIF1,97500262.0,65961601.0,44166942.1666667,50968374.6666667,63633415.0,77741069.6666667,63035896.6666667,40851169.5,95174338.6666667,92164120.3333333,69662748.6666667,88842644.3333333,152382323.333333,75228461.3333333,69175872.3333333,59842765.6666667,106699982.666667,37359497.0,15828085.0833333,53550159.3333333,30957935.3333333,83304891.3333333,40052686.5,54137752.6666667,26594325.9166667,52546252.3333333,107811809.333333,47484324.3333333,76066657.6666667,38224556.3333333,63057405.6666667,58839804.3333333,50724077.4166667,62279527.6666667,60112431.3333333,73982415.3333333,60681690.6666667,42468631.5,62422072.6666667,110901930.0,79713393.3333333,49973186.0,41405274.0,46557442.6666667,70316252.6666667
CTTN,171148325.333333,107538312.0,90768376.0,75003808.0,130225242.666667,134556678.666667,133963580.0,126088344.0,161388782.666667,182562994.666667,171381858.666667,142999069.333333,151159192.0,135573521.333333,110090448.0,117644494.666667,163090200.0,84863610.6666667,8374959.29166667,80664174.6666667,83678139.3333333,136213926.666667,83287882.6666667,109214908.0,69525680.0,120655109.333333,193018189.333333,128553286.666667,118731742.666667,55331658.6666667,127334928.0,133762826.666667,126062680.0,120134150.666667,142729130.666667,129091781.333333,110139390.666667,116261286.666667,82378544.0,97063468.0,98246971.3333333,109933628.0,92636085.3333333,96802796.0,126732009.333333
